id,sex,aim,age,height,weight,level,trainHands,trainLegs,trainBack,trainPress,trainChest,trainShoulders
1297,m,health,22,179,92,2,0,0,0,0,0,0
1298,m,health,35,172,87,1,0,0,0,0,0,0
1299,m,health,29,176,92,3,0,0,0,0,0,0
1300,m,health,34,170,81,3,0,0,0,0,0,0
1301,m,health,30,169,79,6,0,0,0,0,0,0
1302,m,health,28,170,85,3,0,0,0,0,0,0
1303,m,health,31,175,85,5,0,0,0,0,0,0
1304,m,health,37,173,86,2,0,0,0,0,0,0
1305,m,health,25,176,81,8,0,0,0,0,0,0
1306,m,health,34,173,83,6,0,0,0,0,0,0
1307,m,health,24,170,74,7,0,0,0,0,0,0
1308,m,health,30,173,81,3,0,0,0,0,0,0
1309,m,health,21,166,79,2,0,0,0,0,0,0
1310,m,health,29,180,89,7,0,0,0,0,0,0
1311,m,health,22,182,93,1,0,0,0,0,0,0
1312,m,health,34,174,84,8,0,0,0,0,0,0
1313,m,health,35,174,81,6,0,0,0,0,0,0
1314,m,health,29,183,95,1,0,0,0,0,0,0
1315,m,health,31,171,75,5,0,0,0,0,0,0
1316,m,health,26,177,90,1,0,0,0,0,0,0
1317,m,health,32,176,88,1,0,0,0,0,0,0
1318,m,health,29,181,81,4,0,0,0,0,0,0
1319,m,health,31,176,96,1,0,0,0,0,0,0
1320,m,health,30,171,77,7,0,0,0,0,0,0
1321,m,health,25,181,96,2,0,0,0,0,0,0
1322,m,health,27,176,86,7,0,0,0,0,0,0
1323,m,health,36,165,75,7,0,0,0,0,0,0
1324,m,health,28,177,92,1,0,0,0,0,0,0
1325,m,health,25,176,97,2,0,0,0,0,0,0
1326,m,health,30,171,86,1,0,0,0,0,0,0
1327,m,health,26,172,78,6,0,0,0,0,0,0
1328,m,health,26,175,89,3,0,0,0,0,0,0
1329,m,health,23,166,71,7,0,0,0,0,0,0
1330,m,health,21,171,84,2,0,0,0,0,0,0
1331,m,health,25,173,83,6,0,0,0,0,0,0
1332,m,health,38,174,88,2,0,0,0,0,0,0
1333,m,health,27,177,83,7,0,0,0,0,0,0
1334,m,health,27,168,71,9,0,0,0,0,0,0
1335,m,health,22,182,98,2,0,0,0,0,0,0
1336,m,health,29,176,86,5,0,0,0,0,0,0
1337,m,health,30,166,77,7,0,0,0,0,0,0
1338,m,health,24,168,73,5,0,0,0,0,0,0
1339,m,health,29,176,87,1,0,0,0,0,0,0
1340,m,health,23,172,77,6,0,0,0,0,0,0
1341,m,health,24,178,85,7,0,0,0,0,0,0
1342,m,health,26,168,79,4,0,0,0,0,0,0
1343,m,health,32,173,79,7,0,0,0,0,0,0
1344,m,health,29,174,89,1,0,0,0,0,0,0
1345,m,health,26,181,92,3,0,0,0,0,0,0
1346,m,health,37,171,76,4,0,0,0,0,0,0
1347,m,health,43,173,81,5,0,0,0,0,0,0
1348,m,health,24,169,73,6,0,0,0,0,0,0
1349,m,health,24,178,88,6,0,0,0,0,0,0
1350,m,health,18,180,85,5,0,0,0,0,0,0
1351,m,health,23,169,83,1,0,0,0,0,0,0
1352,m,health,24,172,85,3,0,0,0,0,0,0
1353,m,health,22,187,96,6,0,0,0,0,0,0
1354,m,health,28,175,79,6,0,0,0,0,0,0
1355,m,health,26,174,87,3,0,0,0,0,0,0
1356,m,health,30,177,87,6,0,0,0,0,0,0
1357,m,health,25,173,82,6,0,0,0,0,0,0
1358,m,health,23,175,82,5,0,0,0,0,0,0
1359,m,health,31,175,79,5,0,0,0,0,0,0
1360,m,health,30,175,83,6,0,0,0,0,0,0
1361,m,health,26,172,78,6,0,0,0,0,0,0
1362,m,health,35,170,81,3,0,0,0,0,0,0
1363,m,health,22,175,78,3,0,0,0,0,0,0
1364,m,health,21,169,84,1,0,0,0,0,0,0
1365,m,health,20,182,86,7,0,0,0,0,0,0
1366,m,health,28,171,74,6,0,0,0,0,0,0
1367,m,health,25,172,85,2,0,0,0,0,0,0
1368,m,health,32,164,65,6,0,0,0,0,0,0
1369,m,health,28,175,82,6,0,0,0,0,0,0
1370,m,health,31,170,69,8,0,0,0,0,0,0
1371,m,health,30,174,79,8,0,0,0,0,0,0
1372,m,health,18,176,92,3,0,0,0,0,0,0
1373,m,health,30,181,97,3,0,0,0,0,0,0
1374,m,health,21,181,87,7,0,0,0,0,0,0
1375,m,health,28,173,87,2,0,0,0,0,0,0
1376,m,health,20,176,85,5,0,0,0,0,0,0
1377,m,health,32,178,95,3,0,0,0,0,0,0
1378,m,health,27,170,73,5,0,0,0,0,0,0
1379,m,health,28,178,89,3,0,0,0,0,0,0
1380,m,health,29,172,74,7,0,0,0,0,0,0
1381,m,health,29,171,78,8,0,0,0,0,0,0
1382,m,health,32,172,95,2,0,0,0,0,0,0
1383,m,health,26,177,87,6,0,0,0,0,0,0
1384,m,health,36,171,85,2,0,0,0,0,0,0
1385,m,health,36,167,83,1,0,0,0,0,0,0
1386,m,health,28,172,90,1,0,0,0,0,0,0
1387,m,health,27,176,85,6,0,0,0,0,0,0
1388,m,health,23,165,80,1,0,0,0,0,0,0
1389,m,health,30,177,88,3,0,0,0,0,0,0
1390,m,health,22,168,77,7,0,0,0,0,0,0
1391,m,health,26,172,76,7,0,0,0,0,0,0
1392,m,health,27,178,87,6,0,0,0,0,0,0
1393,m,health,27,167,84,1,0,0,0,0,0,0
1394,m,health,26,177,90,3,0,0,0,0,0,0
1395,m,health,23,168,77,6,0,0,0,0,0,0
1396,m,health,28,173,78,7,0,0,0,0,0,0
1397,m,health,22,177,88,1,0,0,0,0,0,0
1398,m,health,24,178,85,6,0,0,0,0,0,0
1399,m,health,20,175,87,3,0,0,0,0,0,0
1400,m,health,29,174,79,7,0,0,0,0,0,0
1401,m,health,18,174,85,2,0,0,0,0,0,0
1402,m,health,30,174,80,5,0,0,0,0,0,0
1403,m,health,31,169,73,6,0,0,0,0,0,0
1404,m,health,34,169,76,6,0,0,0,0,0,0
1405,m,health,29,168,83,3,0,0,0,0,0,0
1406,m,health,31,175,91,2,0,0,0,0,0,0
1407,m,health,18,179,80,7,0,0,0,0,0,0
1408,m,health,20,178,84,4,0,0,0,0,0,0
1409,m,health,26,170,72,5,0,0,0,0,0,0
1410,m,health,30,166,70,5,0,0,0,0,0,0
1411,m,health,24,173,81,5,0,0,0,0,0,0
1412,m,health,23,168,73,6,0,0,0,0,0,0
1413,m,health,28,179,82,6,0,0,0,0,0,0
1414,m,health,29,175,81,5,0,0,0,0,0,0
1415,m,health,31,181,90,5,0,0,0,0,0,0
1416,m,health,23,176,94,3,0,0,0,0,0,0
1417,m,health,21,180,93,2,0,0,0,0,0,0
1418,m,health,29,181,86,7,0,0,0,0,0,0
1419,m,health,28,177,90,3,0,0,0,0,0,0
1420,m,health,30,174,85,1,0,0,0,0,0,0
1421,m,health,27,181,90,5,0,0,0,0,0,0
1422,m,health,27,175,83,8,0,0,0,0,0,0
1423,m,health,29,172,87,3,0,0,0,0,0,0
1424,m,health,27,170,81,2,0,0,0,0,0,0
1425,m,health,27,172,78,6,0,0,0,0,0,0
1426,m,health,20,173,92,2,0,0,0,0,0,0
1427,m,health,33,172,81,6,0,0,0,0,0,0
1428,m,health,18,164,79,2,0,0,0,0,0,0
1429,m,health,30,176,87,3,0,0,0,0,0,0
1430,m,health,26,177,95,3,0,0,0,0,0,0
1431,m,health,29,181,91,6,0,0,0,0,0,0
1432,m,health,27,182,93,3,0,0,0,0,0,0
1433,m,health,27,177,80,5,0,0,0,0,0,0
1434,m,health,31,177,83,7,0,0,0,0,0,0
1435,m,health,26,170,81,1,0,0,0,0,0,0
1436,m,health,20,181,88,5,0,0,0,0,0,0
1437,m,health,24,179,86,7,0,0,0,0,0,0
1438,m,health,26,180,85,6,0,0,0,0,0,0
1439,m,health,18,176,78,7,0,0,0,0,0,0
1440,m,health,26,180,83,7,0,0,0,0,0,0
1441,m,health,25,174,80,6,0,0,0,0,0,0
1442,m,health,22,180,94,1,0,0,0,0,0,0
1443,m,health,32,166,69,7,0,0,0,0,0,0
1444,m,health,33,179,94,3,0,0,0,0,0,0
1445,m,health,27,171,79,6,0,0,0,0,0,0
1446,m,health,30,178,91,3,0,0,0,0,0,0
1447,m,health,36,169,76,6,0,0,0,0,0,0
1448,m,health,29,169,73,6,0,0,0,0,0,0
1449,m,health,26,171,78,6,0,0,0,0,0,0
1450,m,health,25,176,82,5,0,0,0,0,0,0
1451,m,health,29,178,89,3,0,0,0,0,0,0
1452,m,health,35,165,74,5,0,0,0,0,0,0
1453,m,health,27,169,81,3,0,0,0,0,0,0
1454,m,health,31,180,91,2,0,0,0,0,0,0
1455,m,health,27,172,85,1,0,0,0,0,0,0
1456,m,health,26,178,83,6,0,0,0,0,0,0
1457,m,health,24,172,79,6,0,0,0,0,0,0
1458,m,health,21,162,72,7,0,0,0,0,0,0
1459,m,health,28,188,101,3,0,0,0,0,0,0
1460,m,health,24,179,85,7,0,0,0,0,0,0
1461,m,health,28,167,76,6,0,0,0,0,0,0
1462,m,health,31,167,73,6,0,0,0,0,0,0
1463,m,health,28,173,72,7,0,0,0,0,0,0
1464,m,health,22,176,81,5,0,0,0,0,0,0
1465,m,health,20,176,84,7,0,0,0,0,0,0
1466,m,health,19,184,98,1,0,0,0,0,0,0
1467,m,health,32,178,80,6,0,0,0,0,0,0
1468,m,health,27,174,79,7,0,0,0,0,0,0
1469,m,health,18,173,91,3,0,0,0,0,0,0
1470,m,health,25,162,69,6,0,0,0,0,0,0
1471,m,health,29,176,78,7,0,0,0,0,0,0
1472,m,health,29,181,87,7,0,0,0,0,0,0
1473,m,health,30,171,84,1,0,0,0,0,0,0
1474,m,health,27,171,91,1,0,0,0,0,0,0
1475,m,health,23,173,84,2,0,0,0,0,0,0
1476,m,health,26,163,65,5,0,0,0,0,0,0
1477,m,health,20,170,77,5,0,0,0,0,0,0
1478,m,health,26,171,85,1,0,0,0,0,0,0
1479,m,health,21,169,81,2,0,0,0,0,0,0
1480,m,health,25,174,79,7,0,0,0,0,0,0
1481,m,health,25,167,70,6,0,0,0,0,0,0
1482,m,health,27,183,94,2,0,0,0,0,0,0
1483,m,health,30,171,86,1,0,0,0,0,0,0
1484,m,health,38,170,75,7,0,0,0,0,0,0
1485,m,health,30,171,80,5,0,0,0,0,0,0
1486,m,health,25,169,82,3,0,0,0,0,0,0
1487,m,health,32,179,88,7,0,0,0,0,0,0
1488,m,health,28,165,75,6,0,0,0,0,0,0
1489,m,health,32,169,80,1,0,0,0,0,0,0
1490,m,health,18,176,85,7,0,0,0,0,0,0
1491,m,health,35,173,68,6,0,0,0,0,0,0
1492,m,health,30,170,80,8,0,0,0,0,0,0
1493,m,health,32,172,77,6,0,0,0,0,0,0
1494,m,health,34,182,86,6,0,0,0,0,0,0
1495,m,health,26,169,85,1,0,0,0,0,0,0
1496,m,health,29,181,95,1,0,0,0,0,0,0
1497,m,health,27,172,85,1,0,0,0,0,0,0
1498,m,health,25,168,77,5,0,0,0,0,0,0
1499,m,health,29,178,92,2,0,0,0,0,0,0
1500,m,health,19,170,80,7,0,0,0,0,0,0
1501,m,health,25,168,84,2,0,0,0,0,0,0
1502,m,health,29,172,78,5,0,0,0,0,0,0
1503,m,health,23,171,67,5,0,0,0,0,0,0
1504,m,health,29,177,92,3,0,0,0,0,0,0
1505,m,health,31,179,88,5,0,0,0,0,0,0
1506,m,health,24,174,78,6,0,0,0,0,0,0
1507,m,health,29,172,86,2,0,0,0,0,0,0
1508,m,health,28,170,86,2,0,0,0,0,0,0
1509,m,health,27,169,73,7,0,0,0,0,0,0
1510,m,health,23,166,82,1,0,0,0,0,0,0
1511,m,health,24,183,95,3,0,0,0,0,0,0
1512,m,health,24,179,90,1,0,0,0,0,0,0
1513,m,health,23,170,79,6,0,0,0,0,0,0
1514,m,health,22,177,86,5,0,0,0,0,0,0
1515,m,health,25,173,77,6,0,0,0,0,0,0
1516,m,health,33,178,87,4,0,0,0,0,0,0
1517,m,health,33,172,79,8,0,0,0,0,0,0
1518,m,health,22,172,85,2,0,0,0,0,0,0
1519,m,health,27,178,90,1,0,0,0,0,0,0
1520,m,health,30,168,72,6,0,0,0,0,0,0
1521,m,health,29,173,85,1,0,0,0,0,0,0
1522,m,health,22,178,83,5,0,0,0,0,0,0
1523,m,health,30,173,69,6,0,0,0,0,0,0
1524,m,health,29,179,95,1,0,0,0,0,0,0
1525,m,health,23,169,81,1,0,0,0,0,0,0
1526,m,health,20,177,90,1,0,0,0,0,0,0
1527,m,health,28,177,78,7,0,0,0,0,0,0
1528,m,health,29,171,89,2,0,0,0,0,0,0
1529,m,health,28,174,86,2,0,0,0,0,0,0
1530,m,health,18,171,85,2,0,0,0,0,0,0
1531,m,health,31,167,78,7,0,0,0,0,0,0
1532,m,health,18,171,85,1,0,0,0,0,0,0
1533,m,health,20,176,80,7,0,0,0,0,0,0
1534,m,health,30,165,69,7,0,0,0,0,0,0
1535,m,health,20,174,77,7,0,0,0,0,0,0
1536,m,health,28,178,89,1,0,0,0,0,0,0
1537,m,health,33,177,89,1,0,0,0,0,0,0
1538,m,health,36,167,70,7,0,0,0,0,0,0
1539,m,health,18,168,75,6,0,0,0,0,0,0
1540,m,health,25,178,96,3,0,0,0,0,0,0
1541,m,health,33,181,93,2,0,0,0,0,0,0
1542,m,health,26,184,97,1,0,0,0,0,0,0
1543,m,health,29,181,94,1,0,0,0,0,0,0
1544,m,health,20,168,79,7,0,0,0,0,0,0
1545,m,health,23,182,97,2,0,0,0,0,0,0
1546,m,health,36,172,81,5,0,0,0,0,0,0
1547,m,health,23,175,90,3,0,0,0,0,0,0
1548,m,health,22,172,85,1,0,0,0,0,0,0
1549,m,health,33,165,75,8,0,0,0,0,0,0
1550,m,health,22,172,77,5,0,0,0,0,0,0
1551,m,health,21,177,80,8,0,0,0,0,0,0
1552,m,health,32,173,82,6,0,0,0,0,0,0
1553,m,health,23,173,80,7,0,0,0,0,0,0
1554,m,health,29,188,94,5,0,0,0,0,0,0
1555,m,health,30,178,92,3,0,0,0,0,0,0
1556,m,health,27,179,81,5,0,0,0,0,0,0
1557,m,health,40,176,92,3,0,0,0,0,0,0
1558,m,health,24,174,76,7,0,0,0,0,0,0
1559,m,health,34,167,73,6,0,0,0,0,0,0
1560,m,health,27,173,82,4,0,0,0,0,0,0
1561,m,health,34,173,85,1,0,0,0,0,0,0
1562,m,health,21,172,77,6,0,0,0,0,0,0
1563,m,health,29,178,89,2,0,0,0,0,0,0
1564,m,health,24,190,103,2,0,0,0,0,0,0
1565,m,health,34,178,89,2,0,0,0,0,0,0
1566,m,health,22,178,89,2,0,0,0,0,0,0
1567,m,health,31,178,81,6,0,0,0,0,0,0
1568,m,health,21,167,75,9,0,0,0,0,0,0
1569,m,health,25,172,90,2,0,0,0,0,0,0
1570,m,health,29,172,79,5,0,0,0,0,0,0
1571,m,health,32,183,100,1,0,0,0,0,0,0
1572,m,health,37,175,82,7,0,0,0,0,0,0
1573,m,health,30,176,79,7,0,0,0,0,0,0
1574,m,health,28,179,88,5,0,0,0,0,0,0
1575,m,health,30,174,74,4,0,0,0,0,0,0
1576,m,health,27,179,86,7,0,0,0,0,0,0
1577,m,health,25,162,57,4,0,0,0,0,0,0
1578,m,health,20,179,83,6,0,0,0,0,0,0
1579,m,health,25,171,75,7,0,0,0,0,0,0
1580,m,health,34,177,93,1,0,0,0,0,0,0
1581,m,health,30,173,80,6,0,0,0,0,0,0
1582,m,health,32,176,94,2,0,0,0,0,0,0
1583,m,health,24,174,83,7,0,0,0,0,0,0
1584,m,health,37,183,93,6,0,0,0,0,0,0
1585,m,health,27,174,83,7,0,0,0,0,0,0
1586,m,health,27,174,88,1,0,0,0,0,0,0
1587,m,health,30,176,91,2,0,0,0,0,0,0
1588,m,health,20,172,84,3,0,0,0,0,0,0
1589,m,health,34,180,98,2,0,0,0,0,0,0
1590,m,health,25,178,85,6,0,0,0,0,0,0
1591,m,health,35,177,91,3,0,0,0,0,0,0
1592,m,health,23,177,89,2,0,0,0,0,0,0
1593,m,health,27,168,76,7,0,0,0,0,0,0
1594,m,health,34,175,87,3,0,0,0,0,0,0
1595,m,health,27,176,84,8,0,0,0,0,0,0
1596,m,health,26,169,83,2,0,0,0,0,0,0
1597,m,health,22,164,77,1,0,0,0,0,0,0
1598,m,health,24,171,81,6,0,0,0,0,0,0
1599,m,health,28,177,87,6,0,0,0,0,0,0
1600,m,health,24,174,87,1,0,0,0,0,0,0
1601,m,health,22,178,95,3,0,0,0,0,0,0
1602,m,health,27,172,77,7,0,0,0,0,0,0
1603,m,health,25,174,80,7,0,0,0,0,0,0
1604,m,health,35,180,82,7,0,0,0,0,0,0
1605,m,health,33,177,90,2,0,0,0,0,0,0
1606,m,health,31,180,92,1,0,0,0,0,0,0
1607,m,health,33,175,84,7,0,0,0,0,0,0
1608,m,health,32,177,79,8,0,0,0,0,0,0
1609,m,health,18,170,87,1,0,0,0,0,0,0
1610,m,health,28,175,80,6,0,0,0,0,0,0
1611,m,health,29,174,87,2,0,0,0,0,0,0
1612,m,health,28,170,81,2,0,0,0,0,0,0
1613,m,health,28,178,87,7,0,0,0,0,0,0
1614,m,health,26,178,90,1,0,0,0,0,0,0
1615,m,health,28,179,92,2,0,0,0,0,0,0
1616,m,health,24,175,79,6,0,0,0,0,0,0
1617,m,health,24,171,87,1,0,0,0,0,0,0
1618,m,health,35,179,91,2,0,0,0,0,0,0
1619,m,health,28,184,103,3,0,0,0,0,0,0
1620,m,health,30,176,89,2,0,0,0,0,0,0
1621,m,health,22,173,89,3,0,0,0,0,0,0
1622,m,health,19,177,88,1,0,0,0,0,0,0
1623,m,health,32,171,76,6,0,0,0,0,0,0
1624,m,health,28,173,82,5,0,0,0,0,0,0
1625,m,health,30,172,80,7,0,0,0,0,0,0
1626,m,health,28,171,71,6,0,0,0,0,0,0
1627,m,health,30,177,78,6,0,0,0,0,0,0
1628,m,health,18,170,74,7,0,0,0,0,0,0
1629,m,health,18,175,77,5,0,0,0,0,0,0
1630,m,health,31,178,93,3,0,0,0,0,0,0
1631,m,health,23,174,80,5,0,0,0,0,0,0
1632,m,health,25,171,83,3,0,0,0,0,0,0
1633,m,health,29,177,88,2,0,0,0,0,0,0
1634,m,health,19,167,71,5,0,0,0,0,0,0
1635,m,health,28,171,81,5,0,0,0,0,0,0
1636,m,health,32,171,90,3,0,0,0,0,0,0
1637,m,health,29,180,97,1,0,0,0,0,0,0
1638,m,health,22,177,79,5,0,0,0,0,0,0
1639,m,health,38,175,89,2,0,0,0,0,0,0
1640,m,health,29,175,79,5,0,0,0,0,0,0
1641,m,health,28,183,86,7,0,0,0,0,0,0
1642,m,health,29,176,87,2,0,0,0,0,0,0
1643,m,health,20,170,83,2,0,0,0,0,0,0
1644,m,health,21,171,68,7,0,0,0,0,0,0
1645,m,health,29,177,101,1,0,0,0,0,0,0
1646,m,health,30,175,90,1,0,0,0,0,0,0
1647,m,health,29,175,81,8,0,0,0,0,0,0
1648,m,health,30,182,93,1,0,0,0,0,0,0
1649,m,health,30,175,88,3,0,0,0,0,0,0
1650,m,health,36,174,95,1,0,0,0,0,0,0
1651,m,health,31,175,88,2,0,0,0,0,0,0
1652,m,health,28,174,84,5,0,0,0,0,0,0
1653,m,health,32,174,78,7,0,0,0,0,0,0
1654,m,health,31,181,85,6,0,0,0,0,0,0
1655,m,health,32,172,73,6,0,0,0,0,0,0
1656,m,health,28,168,86,3,0,0,0,0,0,0
1657,m,health,31,178,94,2,0,0,0,0,0,0
1658,m,health,25,167,78,5,0,0,0,0,0,0
1659,m,health,27,177,78,6,0,0,0,0,0,0
1660,m,health,31,175,94,1,0,0,0,0,0,0
1661,m,health,29,176,87,1,0,0,0,0,0,0
1662,m,health,28,175,93,2,0,0,0,0,0,0
1663,m,health,18,179,75,8,0,0,0,0,0,0
1664,m,health,21,174,82,6,0,0,0,0,0,0
1665,m,health,31,164,75,7,0,0,0,0,0,0
1666,m,health,18,171,82,3,0,0,0,0,0,0
1667,m,health,27,169,75,6,0,0,0,0,0,0
1668,m,health,23,176,84,5,0,0,0,0,0,0
1669,m,health,23,174,77,7,0,0,0,0,0,0
1670,m,health,40,178,90,3,0,0,0,0,0,0
1671,m,health,23,180,85,7,0,0,0,0,0,0
1672,m,health,29,180,87,4,0,0,0,0,0,0
1673,m,health,20,175,86,1,0,0,0,0,0,0
1674,m,health,27,173,78,7,0,0,0,0,0,0
1675,m,health,23,180,80,5,0,0,0,0,0,0
1676,m,health,34,182,85,8,0,0,0,0,0,0
1677,m,health,35,175,89,1,0,0,0,0,0,0
1678,m,health,29,177,84,6,0,0,0,0,0,0
1679,m,health,24,173,81,6,0,0,0,0,0,0
1680,m,health,30,171,72,5,0,0,0,0,0,0
1681,m,health,30,180,88,7,0,0,0,0,0,0
1682,m,health,31,177,87,6,0,0,0,0,0,0
1683,m,health,18,176,81,6,0,0,0,0,0,0
1684,m,health,28,170,83,2,0,0,0,0,0,0
1685,m,health,29,177,89,2,0,0,0,0,0,0
1686,m,health,36,179,89,6,0,0,0,0,0,0
1687,m,health,31,169,88,2,0,0,0,0,0,0
1688,m,health,18,179,98,1,0,0,0,0,0,0
1689,m,health,23,172,77,6,0,0,0,0,0,0
1690,m,health,28,180,88,5,0,0,0,0,0,0
1691,m,health,27,182,91,5,0,0,0,0,0,0
1692,m,health,26,176,93,2,0,0,0,0,0,0
1693,m,health,24,176,87,3,0,0,0,0,0,0
1694,m,health,29,180,93,1,0,0,0,0,0,0
1695,m,health,19,170,83,3,0,0,0,0,0,0
1696,m,health,32,172,77,6,0,0,0,0,0,0
1697,m,health,33,170,83,1,0,0,0,0,0,0
1698,m,health,35,171,83,1,0,0,0,0,0,0
1699,m,health,18,178,89,1,0,0,0,0,0,0
1700,m,health,18,179,102,2,0,0,0,0,0,0
1701,m,health,25,172,80,7,0,0,0,0,0,0
1702,m,health,28,173,75,6,0,0,0,0,0,0
1703,m,health,21,169,70,7,0,0,0,0,0,0
1704,m,health,27,175,84,5,0,0,0,0,0,0
1705,m,health,28,167,75,7,0,0,0,0,0,0
1706,m,health,25,180,86,5,0,0,0,0,0,0
1707,m,health,24,178,91,1,0,0,0,0,0,0
1708,m,health,27,178,92,1,0,0,0,0,0,0
1709,m,health,27,178,84,8,0,0,0,0,0,0
1710,m,health,31,174,76,8,0,0,0,0,0,0
1711,m,health,22,175,80,6,0,0,0,0,0,0
1712,m,health,26,177,90,3,0,0,0,0,0,0
1713,m,health,24,167,76,5,0,0,0,0,0,0
1714,m,health,19,174,85,2,0,0,0,0,0,0
1715,m,health,28,171,75,6,0,0,0,0,0,0
1716,m,health,32,179,90,1,0,0,0,0,0,0
1717,m,health,31,177,94,2,0,0,0,0,0,0
1718,m,health,28,172,86,1,0,0,0,0,0,0
1719,m,health,22,175,85,7,0,0,0,0,0,0
1720,m,health,31,176,91,1,0,0,0,0,0,0
1721,m,health,28,169,83,2,0,0,0,0,0,0
1722,m,health,30,174,91,1,0,0,0,0,0,0
1723,m,health,28,179,93,3,0,0,0,0,0,0
1724,m,health,23,171,83,3,0,0,0,0,0,0
1725,m,health,26,181,82,6,0,0,0,0,0,0
1726,m,health,21,175,80,7,0,0,0,0,0,0
1727,m,health,27,174,81,6,0,0,0,0,0,0
1728,m,health,30,172,77,5,0,0,0,0,0,0
1729,m,health,38,175,84,7,0,0,0,0,0,0
1730,m,health,24,169,74,7,0,0,0,0,0,0
1731,m,health,34,171,68,5,0,0,0,0,0,0
1732,m,health,31,181,94,2,0,0,0,0,0,0
1733,m,health,28,167,77,6,0,0,0,0,0,0
1734,m,health,35,184,91,5,0,0,0,0,0,0
1735,m,health,31,176,90,2,0,0,0,0,0,0
1736,m,health,41,175,93,2,0,0,0,0,0,0
1737,m,health,23,179,82,4,0,0,0,0,0,0
1738,m,health,23,174,87,3,0,0,0,0,0,0
1739,m,health,35,172,89,3,0,0,0,0,0,0
1740,m,health,22,178,88,4,0,0,0,0,0,0
1741,m,health,27,177,90,3,0,0,0,0,0,0
1742,m,health,26,176,90,3,0,0,0,0,0,0
1743,m,health,26,178,88,7,0,0,0,0,0,0
1744,m,health,22,182,91,5,0,0,0,0,0,0
1745,m,health,32,186,94,6,0,0,0,0,0,0
1746,m,health,26,175,81,6,0,0,0,0,0,0
1747,m,health,26,171,81,6,0,0,0,0,0,0
1748,m,health,26,171,80,5,0,0,0,0,0,0
1749,m,health,31,173,78,4,0,0,0,0,0,0
1750,m,health,31,165,71,6,0,0,0,0,0,0
1751,m,health,33,179,86,6,0,0,0,0,0,0
1752,m,health,23,175,92,3,0,0,0,0,0,0
1753,m,health,24,176,81,6,0,0,0,0,0,0
1754,m,health,34,167,82,3,0,0,0,0,0,0
1755,m,health,31,175,87,1,0,0,0,0,0,0
1756,m,health,29,172,80,7,0,0,0,0,0,0
1757,m,health,32,185,102,1,0,0,0,0,0,0
1758,m,health,28,174,81,6,0,0,0,0,0,0
1759,m,health,33,180,103,3,0,0,0,0,0,0
1760,m,health,33,180,91,1,0,0,0,0,0,0
1761,m,health,27,182,92,7,0,0,0,0,0,0
1762,m,health,30,183,95,2,0,0,0,0,0,0
1763,m,health,30,176,94,1,0,0,0,0,0,0
1764,m,health,34,178,89,1,0,0,0,0,0,0
1765,m,health,25,190,101,8,0,0,0,0,0,0
1766,m,health,28,182,90,6,0,0,0,0,0,0
1767,m,health,27,185,96,1,0,0,0,0,0,0
1768,m,health,31,165,64,6,0,0,0,0,0,0
1769,m,health,30,173,84,3,0,0,0,0,0,0
1770,m,health,26,181,95,1,0,0,0,0,0,0
1771,m,health,23,171,82,2,0,0,0,0,0,0
1772,m,health,31,174,85,1,0,0,0,0,0,0
1773,m,health,20,178,94,2,0,0,0,0,0,0
1774,m,health,26,173,86,2,0,0,0,0,0,0
1775,m,health,38,171,79,6,0,0,0,0,0,0
1776,m,health,30,171,78,7,0,0,0,0,0,0
1777,m,health,31,166,78,1,0,0,0,0,0,0
1778,m,health,29,176,85,5,0,0,0,0,0,0
1779,m,health,21,174,77,5,0,0,0,0,0,0
1780,m,health,27,174,74,5,0,0,0,0,0,0
1781,m,health,26,183,95,2,0,0,0,0,0,0
1782,m,health,22,166,75,7,0,0,0,0,0,0
1783,m,health,24,172,84,3,0,0,0,0,0,0
1784,m,health,28,173,78,6,0,0,0,0,0,0
1785,m,health,26,175,93,3,0,0,0,0,0,0
1786,m,health,31,185,96,3,0,0,0,0,0,0
1787,m,health,30,179,83,6,0,0,0,0,0,0
1788,m,health,22,178,86,5,0,0,0,0,0,0
1789,m,health,28,170,81,2,0,0,0,0,0,0
1790,m,health,27,179,95,3,0,0,0,0,0,0
1791,m,health,21,175,89,2,0,0,0,0,0,0
1792,m,health,18,170,80,8,0,0,0,0,0,0
1793,m,health,31,164,82,3,0,0,0,0,0,0
1794,m,health,18,185,99,3,0,0,0,0,0,0
1795,m,health,22,174,76,6,0,0,0,0,0,0
1796,m,health,26,175,85,7,0,0,0,0,0,0
1797,m,health,35,194,103,7,0,0,0,0,0,0
1798,m,health,38,174,77,5,0,0,0,0,0,0
1799,m,health,33,180,90,6,0,0,0,0,0,0
1800,m,health,20,171,80,6,0,0,0,0,0,0
1801,m,health,24,173,87,1,0,0,0,0,0,0
1802,m,health,27,166,75,5,0,0,0,0,0,0
1803,m,health,25,175,82,6,0,0,0,0,0,0
1804,m,health,29,182,100,2,0,0,0,0,0,0
1805,m,health,23,179,89,6,0,0,0,0,0,0
1806,m,health,30,174,74,7,0,0,0,0,0,0
1807,m,health,25,182,83,7,0,0,0,0,0,0
1808,m,health,31,166,81,2,0,0,0,0,0,0
1809,m,health,29,175,81,6,0,0,0,0,0,0
1810,m,health,29,173,77,7,0,0,0,0,0,0
1811,m,health,31,176,87,1,0,0,0,0,0,0
1812,m,health,18,183,85,6,0,0,0,0,0,0
